Filters
Region filter: All
Infection type filter: Bloodstream
Bacterial pathogen filter: Escherichia coli

Summary values with at least 10 BCIs with AST results
"Specimen","PathogenName","AntibioticName","Min","Q1","Median","Q3","Max","CTAsCount","TotalBCIsWithAST"
"Bloodstream","Escherichia coli","Ampicillin",58.680174132,61.32728953,63.974404928,66.621520326,69.268635724,2,27423
"Bloodstream","Escherichia coli","Cefepime",2.487046632,12.792466307,32.764505119,57.852034131,84.210526316,67,205243
"Bloodstream","Escherichia coli","Cefotaxime",5.681818182,22.052495697,43.147991681,70.594396439,93.548387097,72,174845
"Bloodstream","Escherichia coli","Ceftazidime",5.597014925,12.20163876,33.823529412,56.108597285,86.363636364,81,274367
"Bloodstream","Escherichia coli","Ceftriaxone",5.263157895,24.239729682,50.947867299,72.222222222,89.743589744,77,159955
"Bloodstream","Escherichia coli","Ciprofloxacin",10.154469486,29.017857143,43.193777584,64.212007505,91.666666667,92,296705
"Bloodstream","Escherichia coli","Co-trimoxazole",23.384702389,47.058823529,58.766458766,74.76635514,100,61,72743
"Bloodstream","Escherichia coli","Colistin",0,0,0.724637681,2.547770701,100,45,24955
"Bloodstream","Escherichia coli","Doripenem",1.162790698,1.64692545,2.131060202,4.438545974,6.746031746,3,2215
"Bloodstream","Escherichia coli","Ertapenem",0,0.521066805,2.330508475,7.959770115,36.363636364,67,142939
"Bloodstream","Escherichia coli","Imipenem",0,0.158478605,2.521008403,8.641975309,30.718589601,81,210219
"Bloodstream","Escherichia coli","Levofloxacin",4.545454545,30,41.996233522,55.555555556,92.775665399,53,136757
"Bloodstream","Escherichia coli","Meropenem",0,0.042485719,1.958884444,8.412447257,44.444444444,86,294507
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance",5.681818182,22.09776227,45.080285459,71.290584685,93.548387097,92,188731


Summary values that consider CTAs with testing coverage above the 75th percentile
"Specimen","PathogenName","AntibioticName","Min","Q1","Median","Q3","Max","CTAsCount","TotalBCIsWithAST"
"Bloodstream","Escherichia coli","Ampicillin",58.680174132,58.680174132,58.680174132,58.680174132,58.680174132,1,24579
"Bloodstream","Escherichia coli","Cefepime",2.487046632,6.948559117,11.53537515,17.151702786,42.352941176,17,167154
"Bloodstream","Escherichia coli","Cefotaxime",5.681818182,10.476750912,13.810767104,23.321257855,58.564814815,18,141968
"Bloodstream","Escherichia coli","Ceftazidime",5.597014925,7.947760179,10.37864548,16.679534366,53.364269142,20,195914
"Bloodstream","Escherichia coli","Ceftriaxone",6.271777003,11.677090237,20.263757509,27.383022736,58.837209302,19,116501
"Bloodstream","Escherichia coli","Ciprofloxacin",10.154469486,14.014422248,16.754309086,29.460856045,60.648148148,23,220633
"Bloodstream","Escherichia coli","Co-trimoxazole",23.384702389,30.219185889,39.481785531,47.867202729,51.533477322,15,42814
"Bloodstream","Escherichia coli","Colistin",0,0.227963801,0.49382716,1.143871559,3.170028818,11,13609
"Bloodstream","Escherichia coli","Doripenem",2.131060202,2.131060202,2.131060202,2.131060202,2.131060202,1,1877
"Bloodstream","Escherichia coli","Ertapenem",0,0.165234633,0.480769231,0.862068966,3.356890459,17,96178
"Bloodstream","Escherichia coli","Imipenem",0,0.027245205,0.178774804,1.002197402,5.348837209,20,159744
"Bloodstream","Escherichia coli","Levofloxacin",10.544611819,16.231086657,28.17925586,35.240963855,92.775665399,13,122524
"Bloodstream","Escherichia coli","Meropenem",0,0.006016847,0.044246534,0.099754368,5.361305361,22,225275
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance",5.681818182,11.332516323,13.228903487,23.349078027,58.837209302,23,131069


Data for boxplots
"Specimen","PathogenName","AntibioticName","Iso3","CountryTerritoryArea","WHORegionName","InterpretableAST","Resistant","ResistancePercentage"
"Bloodstream","Escherichia coli","Co-trimoxazole","KEN","Kenya","African Region",190,156,82.105263158
"Bloodstream","Escherichia coli","Meropenem","KEN","Kenya","African Region",188,28,14.893617021
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","KEN","Kenya","African Region",215,166,77.209302326
"Bloodstream","Escherichia coli","Cefepime","KHM","Cambodia","Western Pacific Region",271,155,57.195571956
"Bloodstream","Escherichia coli","Ceftazidime","KHM","Cambodia","Western Pacific Region",502,226,45.019920319
"Bloodstream","Escherichia coli","Ceftriaxone","KHM","Cambodia","Western Pacific Region",529,376,71.077504726
"Bloodstream","Escherichia coli","Ciprofloxacin","KHM","Cambodia","Western Pacific Region",502,371,73.90438247
"Bloodstream","Escherichia coli","Co-trimoxazole","KHM","Cambodia","Western Pacific Region",27,19,70.37037037
"Bloodstream","Escherichia coli","Ertapenem","KHM","Cambodia","Western Pacific Region",272,39,14.338235294
"Bloodstream","Escherichia coli","Imipenem","KHM","Cambodia","Western Pacific Region",486,42,8.641975309
"Bloodstream","Escherichia coli","Meropenem","KHM","Cambodia","Western Pacific Region",527,42,7.969639469
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","KHM","Cambodia","Western Pacific Region",529,376,71.077504726
"Bloodstream","Escherichia coli","Ampicillin","KOR","Republic of Korea","Western Pacific Region",2844,1970,69.268635724
"Bloodstream","Escherichia coli","Cefepime","KOR","Republic of Korea","Western Pacific Region",2844,640,22.503516174
"Bloodstream","Escherichia coli","Cefotaxime","KOR","Republic of Korea","Western Pacific Region",2844,1107,38.924050633
"Bloodstream","Escherichia coli","Ceftazidime","KOR","Republic of Korea","Western Pacific Region",2844,341,11.990154712
"Bloodstream","Escherichia coli","Ciprofloxacin","KOR","Republic of Korea","Western Pacific Region",2844,1231,43.284106892
"Bloodstream","Escherichia coli","Co-trimoxazole","KOR","Republic of Korea","Western Pacific Region",2844,903,31.751054852
"Bloodstream","Escherichia coli","Colistin","KOR","Republic of Korea","Western Pacific Region",2844,2,0.070323488
"Bloodstream","Escherichia coli","Ertapenem","KOR","Republic of Korea","Western Pacific Region",2844,19,0.668073136
"Bloodstream","Escherichia coli","Imipenem","KOR","Republic of Korea","Western Pacific Region",2844,3,0.105485232
"Bloodstream","Escherichia coli","Meropenem","KOR","Republic of Korea","Western Pacific Region",2844,4,0.140646976
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","KOR","Republic of Korea","Western Pacific Region",2844,1107,38.924050633
"Bloodstream","Escherichia coli","Cefepime","KWT","Kuwait","Eastern Mediterranean Region",293,96,32.764505119
"Bloodstream","Escherichia coli","Cefotaxime","KWT","Kuwait","Eastern Mediterranean Region",338,179,52.958579882
"Bloodstream","Escherichia coli","Ceftazidime","KWT","Kuwait","Eastern Mediterranean Region",486,183,37.654320988
"Bloodstream","Escherichia coli","Ceftriaxone","KWT","Kuwait","Eastern Mediterranean Region",408,201,49.264705882
"Bloodstream","Escherichia coli","Ciprofloxacin","KWT","Kuwait","Eastern Mediterranean Region",576,305,52.951388889
"Bloodstream","Escherichia coli","Co-trimoxazole","KWT","Kuwait","Eastern Mediterranean Region",480,232,48.333333333
"Bloodstream","Escherichia coli","Colistin","KWT","Kuwait","Eastern Mediterranean Region",103,0,0
"Bloodstream","Escherichia coli","Imipenem","KWT","Kuwait","Eastern Mediterranean Region",531,14,2.63653484
"Bloodstream","Escherichia coli","Levofloxacin","KWT","Kuwait","Eastern Mediterranean Region",20,8,40
"Bloodstream","Escherichia coli","Meropenem","KWT","Kuwait","Eastern Mediterranean Region",584,18,3.082191781
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","KWT","Kuwait","Eastern Mediterranean Region",338,179,52.958579882
"Bloodstream","Escherichia coli","Ceftazidime","LAO","Lao People's Democratic Republic","Western Pacific Region",245,114,46.530612245
"Bloodstream","Escherichia coli","Ceftriaxone","LAO","Lao People's Democratic Republic","Western Pacific Region",252,140,55.555555556
"Bloodstream","Escherichia coli","Ciprofloxacin","LAO","Lao People's Democratic Republic","Western Pacific Region",251,90,35.856573705
"Bloodstream","Escherichia coli","Co-trimoxazole","LAO","Lao People's Democratic Republic","Western Pacific Region",247,165,66.801619433
"Bloodstream","Escherichia coli","Ertapenem","LAO","Lao People's Democratic Republic","Western Pacific Region",156,3,1.923076923
"Bloodstream","Escherichia coli","Imipenem","LAO","Lao People's Democratic Republic","Western Pacific Region",132,0,0
"Bloodstream","Escherichia coli","Meropenem","LAO","Lao People's Democratic Republic","Western Pacific Region",251,0,0
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","LAO","Lao People's Democratic Republic","Western Pacific Region",252,140,55.555555556
"Bloodstream","Escherichia coli","Ciprofloxacin","LBN","Lebanon","Eastern Mediterranean Region",10,2,20
"Bloodstream","Escherichia coli","Ertapenem","LBN","Lebanon","Eastern Mediterranean Region",10,1,10
"Bloodstream","Escherichia coli","Imipenem","LBN","Lebanon","Eastern Mediterranean Region",10,1,10
"Bloodstream","Escherichia coli","Cefotaxime","LKA","Sri Lanka","South-East Asia Region",719,435,60.50069541
"Bloodstream","Escherichia coli","Ceftriaxone","LKA","Sri Lanka","South-East Asia Region",179,100,55.865921788
"Bloodstream","Escherichia coli","Ciprofloxacin","LKA","Sri Lanka","South-East Asia Region",743,450,60.565275908
"Bloodstream","Escherichia coli","Imipenem","LKA","Sri Lanka","South-East Asia Region",305,68,22.295081967
"Bloodstream","Escherichia coli","Meropenem","LKA","Sri Lanka","South-East Asia Region",649,82,12.634822804
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","LKA","Sri Lanka","South-East Asia Region",719,435,60.50069541
"Bloodstream","Escherichia coli","Cefotaxime","LTU","Lithuania","European Region",524,88,16.79389313
"Bloodstream","Escherichia coli","Ceftazidime","LTU","Lithuania","European Region",669,115,17.189835575
"Bloodstream","Escherichia coli","Ceftriaxone","LTU","Lithuania","European Region",286,48,16.783216783
"Bloodstream","Escherichia coli","Ciprofloxacin","LTU","Lithuania","European Region",1454,299,20.563961486
"Bloodstream","Escherichia coli","Imipenem","LTU","Lithuania","European Region",631,1,0.158478605
"Bloodstream","Escherichia coli","Meropenem","LTU","Lithuania","European Region",846,0,0
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","LTU","Lithuania","European Region",669,115,17.189835575
"Bloodstream","Escherichia coli","Cefepime","LUX","Luxembourg","European Region",285,26,9.122807018
"Bloodstream","Escherichia coli","Ceftazidime","LUX","Luxembourg","European Region",461,54,11.713665944
"Bloodstream","Escherichia coli","Ciprofloxacin","LUX","Luxembourg","European Region",461,72,15.618221258
"Bloodstream","Escherichia coli","Ertapenem","LUX","Luxembourg","European Region",176,2,1.136363636
"Bloodstream","Escherichia coli","Imipenem","LUX","Luxembourg","European Region",129,1,0.775193798
"Bloodstream","Escherichia coli","Meropenem","LUX","Luxembourg","European Region",332,0,0
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","LUX","Luxembourg","European Region",461,54,11.713665944
"Bloodstream","Escherichia coli","Cefotaxime","LVA","Latvia","European Region",327,75,22.935779817
"Bloodstream","Escherichia coli","Ceftazidime","LVA","Latvia","European Region",329,60,18.237082067
"Bloodstream","Escherichia coli","Ciprofloxacin","LVA","Latvia","European Region",326,90,27.607361963
"Bloodstream","Escherichia coli","Co-trimoxazole","LVA","Latvia","European Region",325,103,31.692307692
"Bloodstream","Escherichia coli","Ertapenem","LVA","Latvia","European Region",328,0,0
"Bloodstream","Escherichia coli","Imipenem","LVA","Latvia","European Region",327,0,0
"Bloodstream","Escherichia coli","Meropenem","LVA","Latvia","European Region",326,0,0
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","LVA","Latvia","European Region",327,75,22.935779817
"Bloodstream","Escherichia coli","Cefepime","MAR","Morocco","Eastern Mediterranean Region",144,57,39.583333333
"Bloodstream","Escherichia coli","Cefotaxime","MAR","Morocco","Eastern Mediterranean Region",114,51,44.736842105
"Bloodstream","Escherichia coli","Ceftazidime","MAR","Morocco","Eastern Mediterranean Region",234,94,40.170940171
"Bloodstream","Escherichia coli","Ceftriaxone","MAR","Morocco","Eastern Mediterranean Region",247,96,38.866396761
"Bloodstream","Escherichia coli","Ciprofloxacin","MAR","Morocco","Eastern Mediterranean Region",248,123,49.596774194
"Bloodstream","Escherichia coli","Co-trimoxazole","MAR","Morocco","Eastern Mediterranean Region",247,116,46.963562753
"Bloodstream","Escherichia coli","Ertapenem","MAR","Morocco","Eastern Mediterranean Region",250,22,8.8
"Bloodstream","Escherichia coli","Imipenem","MAR","Morocco","Eastern Mediterranean Region",247,14,5.668016194
"Bloodstream","Escherichia coli","Levofloxacin","MAR","Morocco","Eastern Mediterranean Region",227,117,51.54185022
"Bloodstream","Escherichia coli","Meropenem","MAR","Morocco","Eastern Mediterranean Region",122,9,7.37704918
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","MAR","Morocco","Eastern Mediterranean Region",114,51,44.736842105
"Bloodstream","Escherichia coli","Cefotaxime","MDA","Republic of Moldova","European Region",66,40,60.606060606
"Bloodstream","Escherichia coli","Ceftazidime","MDA","Republic of Moldova","European Region",68,23,33.823529412
"Bloodstream","Escherichia coli","Ceftriaxone","MDA","Republic of Moldova","European Region",64,41,64.0625
"Bloodstream","Escherichia coli","Ciprofloxacin","MDA","Republic of Moldova","European Region",68,34,50
"Bloodstream","Escherichia coli","Ertapenem","MDA","Republic of Moldova","European Region",66,4,6.060606061
"Bloodstream","Escherichia coli","Imipenem","MDA","Republic of Moldova","European Region",67,2,2.985074627
"Bloodstream","Escherichia coli","Levofloxacin","MDA","Republic of Moldova","European Region",61,34,55.737704918
"Bloodstream","Escherichia coli","Meropenem","MDA","Republic of Moldova","European Region",64,2,3.125
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","MDA","Republic of Moldova","European Region",64,41,64.0625
"Bloodstream","Escherichia coli","Cefepime","MDG","Madagascar","African Region",11,4,36.363636364
"Bloodstream","Escherichia coli","Ceftazidime","MDG","Madagascar","African Region",11,5,45.454545455
"Bloodstream","Escherichia coli","Ciprofloxacin","MDG","Madagascar","African Region",11,5,45.454545455
"Bloodstream","Escherichia coli","Co-trimoxazole","MDG","Madagascar","African Region",10,8,80
"Bloodstream","Escherichia coli","Imipenem","MDG","Madagascar","African Region",11,0,0
"Bloodstream","Escherichia coli","Levofloxacin","MDG","Madagascar","African Region",10,3,30
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","MDG","Madagascar","African Region",11,5,45.454545455
"Bloodstream","Escherichia coli","Cefepime","MDV","Maldives","South-East Asia Region",33,11,33.333333333
"Bloodstream","Escherichia coli","Ceftriaxone","MDV","Maldives","South-East Asia Region",27,19,70.37037037
"Bloodstream","Escherichia coli","Ciprofloxacin","MDV","Maldives","South-East Asia Region",33,18,54.545454545
"Bloodstream","Escherichia coli","Co-trimoxazole","MDV","Maldives","South-East Asia Region",33,8,24.242424242
"Bloodstream","Escherichia coli","Colistin","MDV","Maldives","South-East Asia Region",33,0,0
"Bloodstream","Escherichia coli","Ertapenem","MDV","Maldives","South-East Asia Region",27,0,0
"Bloodstream","Escherichia coli","Imipenem","MDV","Maldives","South-East Asia Region",33,0,0
"Bloodstream","Escherichia coli","Meropenem","MDV","Maldives","South-East Asia Region",33,0,0
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","MDV","Maldives","South-East Asia Region",27,19,70.37037037
"Bloodstream","Escherichia coli","Cefotaxime","MKD","North Macedonia","European Region",14,8,57.142857143
"Bloodstream","Escherichia coli","Ceftazidime","MKD","North Macedonia","European Region",50,22,44
"Bloodstream","Escherichia coli","Ceftriaxone","MKD","North Macedonia","European Region",34,21,61.764705882
"Bloodstream","Escherichia coli","Ciprofloxacin","MKD","North Macedonia","European Region",52,34,65.384615385
"Bloodstream","Escherichia coli","Co-trimoxazole","MKD","North Macedonia","European Region",34,16,47.058823529
"Bloodstream","Escherichia coli","Ertapenem","MKD","North Macedonia","European Region",40,0,0
"Bloodstream","Escherichia coli","Imipenem","MKD","North Macedonia","European Region",52,0,0
"Bloodstream","Escherichia coli","Levofloxacin","MKD","North Macedonia","European Region",13,7,53.846153846
"Bloodstream","Escherichia coli","Meropenem","MKD","North Macedonia","European Region",50,0,0
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","MKD","North Macedonia","European Region",34,21,61.764705882
"Bloodstream","Escherichia coli","Cefepime","MLI","Mali","African Region",71,32,45.070422535
"Bloodstream","Escherichia coli","Cefotaxime","MLI","Mali","African Region",72,33,45.833333333
"Bloodstream","Escherichia coli","Ceftriaxone","MLI","Mali","African Region",71,32,45.070422535
"Bloodstream","Escherichia coli","Ciprofloxacin","MLI","Mali","African Region",72,21,29.166666667
"Bloodstream","Escherichia coli","Co-trimoxazole","MLI","Mali","African Region",72,67,93.055555556
"Bloodstream","Escherichia coli","Ertapenem","MLI","Mali","African Region",71,5,7.042253521
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","MLI","Mali","African Region",72,33,45.833333333
"Bloodstream","Escherichia coli","Cefepime","MLT","Malta","European Region",497,25,5.030181087
"Bloodstream","Escherichia coli","Cefotaxime","MLT","Malta","European Region",497,63,12.676056338
"Bloodstream","Escherichia coli","Ceftazidime","MLT","Malta","European Region",497,38,7.645875252
"Bloodstream","Escherichia coli","Ciprofloxacin","MLT","Malta","European Region",497,146,29.376257545
"Bloodstream","Escherichia coli","Co-trimoxazole","MLT","Malta","European Region",497,128,25.754527163
"Bloodstream","Escherichia coli","Colistin","MLT","Malta","European Region",67,1,1.492537313
"Bloodstream","Escherichia coli","Ertapenem","MLT","Malta","European Region",497,3,0.60362173
"Bloodstream","Escherichia coli","Imipenem","MLT","Malta","European Region",497,0,0
"Bloodstream","Escherichia coli","Meropenem","MLT","Malta","European Region",497,0,0
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","MLT","Malta","European Region",497,63,12.676056338
"Bloodstream","Escherichia coli","Cefepime","MMR","Myanmar","South-East Asia Region",52,31,59.615384615
"Bloodstream","Escherichia coli","Cefotaxime","MMR","Myanmar","South-East Asia Region",16,13,81.25
"Bloodstream","Escherichia coli","Ceftazidime","MMR","Myanmar","South-East Asia Region",17,13,76.470588235
"Bloodstream","Escherichia coli","Ceftriaxone","MMR","Myanmar","South-East Asia Region",51,39,76.470588235
"Bloodstream","Escherichia coli","Ciprofloxacin","MMR","Myanmar","South-East Asia Region",42,32,76.19047619
"Bloodstream","Escherichia coli","Co-trimoxazole","MMR","Myanmar","South-East Asia Region",41,34,82.926829268
"Bloodstream","Escherichia coli","Colistin","MMR","Myanmar","South-East Asia Region",37,2,5.405405405
"Bloodstream","Escherichia coli","Ertapenem","MMR","Myanmar","South-East Asia Region",35,9,25.714285714
"Bloodstream","Escherichia coli","Imipenem","MMR","Myanmar","South-East Asia Region",53,15,28.301886792
"Bloodstream","Escherichia coli","Levofloxacin","MMR","Myanmar","South-East Asia Region",20,13,65
"Bloodstream","Escherichia coli","Meropenem","MMR","Myanmar","South-East Asia Region",43,10,23.255813953
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","MMR","Myanmar","South-East Asia Region",16,13,81.25
"Bloodstream","Escherichia coli","Ceftriaxone","MOZ","Mozambique","African Region",10,4,40
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","MOZ","Mozambique","African Region",10,4,40
"Bloodstream","Escherichia coli","Cefotaxime","MUS","Mauritius","African Region",432,253,58.564814815
"Bloodstream","Escherichia coli","Ceftazidime","MUS","Mauritius","African Region",431,230,53.364269142
"Bloodstream","Escherichia coli","Ceftriaxone","MUS","Mauritius","African Region",430,253,58.837209302
"Bloodstream","Escherichia coli","Ciprofloxacin","MUS","Mauritius","African Region",432,262,60.648148148
"Bloodstream","Escherichia coli","Co-trimoxazole","MUS","Mauritius","African Region",432,205,47.453703704
"Bloodstream","Escherichia coli","Colistin","MUS","Mauritius","African Region",429,2,0.466200466
"Bloodstream","Escherichia coli","Imipenem","MUS","Mauritius","African Region",430,23,5.348837209
"Bloodstream","Escherichia coli","Meropenem","MUS","Mauritius","African Region",429,23,5.361305361
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","MUS","Mauritius","African Region",430,253,58.837209302
"Bloodstream","Escherichia coli","Cefepime","MWI","Malawi","African Region",15,10,66.666666667
"Bloodstream","Escherichia coli","Cefotaxime","MWI","Malawi","African Region",19,16,84.210526316
"Bloodstream","Escherichia coli","Ceftazidime","MWI","Malawi","African Region",41,27,65.853658537
"Bloodstream","Escherichia coli","Ceftriaxone","MWI","Malawi","African Region",56,44,78.571428571
"Bloodstream","Escherichia coli","Ciprofloxacin","MWI","Malawi","African Region",66,44,66.666666667
"Bloodstream","Escherichia coli","Co-trimoxazole","MWI","Malawi","African Region",28,26,92.857142857
"Bloodstream","Escherichia coli","Meropenem","MWI","Malawi","African Region",64,4,6.25
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","MWI","Malawi","African Region",19,16,84.210526316
"Bloodstream","Escherichia coli","Cefepime","MYS","Malaysia","Western Pacific Region",7127,1135,15.925354287
"Bloodstream","Escherichia coli","Cefotaxime","MYS","Malaysia","Western Pacific Region",6841,1859,27.174389709
"Bloodstream","Escherichia coli","Ceftazidime","MYS","Malaysia","Western Pacific Region",7127,1293,18.142275852
"Bloodstream","Escherichia coli","Ceftriaxone","MYS","Malaysia","Western Pacific Region",1625,396,24.369230769
"Bloodstream","Escherichia coli","Ciprofloxacin","MYS","Malaysia","Western Pacific Region",7113,2183,30.690285393
"Bloodstream","Escherichia coli","Co-trimoxazole","MYS","Malaysia","Western Pacific Region",6807,2960,43.484648156
"Bloodstream","Escherichia coli","Colistin","MYS","Malaysia","Western Pacific Region",149,2,1.342281879
"Bloodstream","Escherichia coli","Ertapenem","MYS","Malaysia","Western Pacific Region",7155,93,1.299790356
"Bloodstream","Escherichia coli","Imipenem","MYS","Malaysia","Western Pacific Region",7140,180,2.521008403
"Bloodstream","Escherichia coli","Levofloxacin","MYS","Malaysia","Western Pacific Region",69,15,21.739130435
"Bloodstream","Escherichia coli","Meropenem","MYS","Malaysia","Western Pacific Region",7111,177,2.489101392
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","MYS","Malaysia","Western Pacific Region",6841,1859,27.174389709
"Bloodstream","Escherichia coli","Cefepime","NAM","Namibia","African Region",28,3,10.714285714
"Bloodstream","Escherichia coli","Cefotaxime","NAM","Namibia","African Region",23,2,8.695652174
"Bloodstream","Escherichia coli","Ceftazidime","NAM","Namibia","African Region",24,3,12.5
"Bloodstream","Escherichia coli","Ceftriaxone","NAM","Namibia","African Region",16,6,37.5
"Bloodstream","Escherichia coli","Ciprofloxacin","NAM","Namibia","African Region",33,6,18.181818182
"Bloodstream","Escherichia coli","Co-trimoxazole","NAM","Namibia","African Region",29,21,72.413793103
"Bloodstream","Escherichia coli","Ertapenem","NAM","Namibia","African Region",24,2,8.333333333
"Bloodstream","Escherichia coli","Imipenem","NAM","Namibia","African Region",33,2,6.060606061
"Bloodstream","Escherichia coli","Meropenem","NAM","Namibia","African Region",24,2,8.333333333
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","NAM","Namibia","African Region",16,6,37.5
"Bloodstream","Escherichia coli","Ceftazidime","NGA","Nigeria","African Region",30,21,70
"Bloodstream","Escherichia coli","Ceftriaxone","NGA","Nigeria","African Region",33,24,72.727272727
"Bloodstream","Escherichia coli","Ciprofloxacin","NGA","Nigeria","African Region",29,24,82.75862069
"Bloodstream","Escherichia coli","Co-trimoxazole","NGA","Nigeria","African Region",12,10,83.333333333
"Bloodstream","Escherichia coli","Meropenem","NGA","Nigeria","African Region",18,6,33.333333333
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","NGA","Nigeria","African Region",33,24,72.727272727
"Bloodstream","Escherichia coli","Cefepime","NLD","Netherlands (Kingdom of the)","European Region",582,47,8.075601375
"Bloodstream","Escherichia coli","Cefotaxime","NLD","Netherlands (Kingdom of the)","European Region",2701,210,7.774898186
"Bloodstream","Escherichia coli","Ceftazidime","NLD","Netherlands (Kingdom of the)","European Region",3440,280,8.139534884
"Bloodstream","Escherichia coli","Ceftriaxone","NLD","Netherlands (Kingdom of the)","European Region",1680,135,8.035714286
"Bloodstream","Escherichia coli","Ciprofloxacin","NLD","Netherlands (Kingdom of the)","European Region",7255,949,13.080634045
"Bloodstream","Escherichia coli","Ertapenem","NLD","Netherlands (Kingdom of the)","European Region",553,4,0.723327306
"Bloodstream","Escherichia coli","Imipenem","NLD","Netherlands (Kingdom of the)","European Region",3864,4,0.103519669
"Bloodstream","Escherichia coli","Levofloxacin","NLD","Netherlands (Kingdom of the)","European Region",566,64,11.307420495
"Bloodstream","Escherichia coli","Meropenem","NLD","Netherlands (Kingdom of the)","European Region",3897,3,0.076982294
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","NLD","Netherlands (Kingdom of the)","European Region",3440,280,8.139534884
"Bloodstream","Escherichia coli","Cefepime","NOR","Norway","European Region",965,24,2.487046632
"Bloodstream","Escherichia coli","Cefotaxime","NOR","Norway","European Region",1496,85,5.681818182
"Bloodstream","Escherichia coli","Ceftazidime","NOR","Norway","European Region",2412,135,5.597014925
"Bloodstream","Escherichia coli","Ceftriaxone","NOR","Norway","European Region",76,4,5.263157895
"Bloodstream","Escherichia coli","Ciprofloxacin","NOR","Norway","European Region",3949,401,10.154469486
"Bloodstream","Escherichia coli","Colistin","NOR","Norway","European Region",30,0,0
"Bloodstream","Escherichia coli","Ertapenem","NOR","Norway","European Region",159,6,3.773584906
"Bloodstream","Escherichia coli","Imipenem","NOR","Norway","European Region",173,0,0
"Bloodstream","Escherichia coli","Levofloxacin","NOR","Norway","European Region",22,1,4.545454545
"Bloodstream","Escherichia coli","Meropenem","NOR","Norway","European Region",3811,2,0.052479664
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","NOR","Norway","European Region",1496,85,5.681818182
"Bloodstream","Escherichia coli","Cefepime","NPL","Nepal","South-East Asia Region",166,113,68.072289157
"Bloodstream","Escherichia coli","Cefotaxime","NPL","Nepal","South-East Asia Region",89,53,59.550561798
"Bloodstream","Escherichia coli","Ceftazidime","NPL","Nepal","South-East Asia Region",186,144,77.419354839
"Bloodstream","Escherichia coli","Ciprofloxacin","NPL","Nepal","South-East Asia Region",399,228,57.142857143
"Bloodstream","Escherichia coli","Co-trimoxazole","NPL","Nepal","South-East Asia Region",399,200,50.125313283
"Bloodstream","Escherichia coli","Imipenem","NPL","Nepal","South-East Asia Region",281,59,20.996441281
"Bloodstream","Escherichia coli","Levofloxacin","NPL","Nepal","South-East Asia Region",207,111,53.623188406
"Bloodstream","Escherichia coli","Meropenem","NPL","Nepal","South-East Asia Region",327,65,19.877675841
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","NPL","Nepal","South-East Asia Region",186,144,77.419354839
"Bloodstream","Escherichia coli","Cefepime","OMN","Oman","Eastern Mediterranean Region",421,229,54.394299287
"Bloodstream","Escherichia coli","Cefotaxime","OMN","Oman","Eastern Mediterranean Region",273,162,59.340659341
"Bloodstream","Escherichia coli","Ceftazidime","OMN","Oman","Eastern Mediterranean Region",674,342,50.741839763
"Bloodstream","Escherichia coli","Ceftriaxone","OMN","Oman","Eastern Mediterranean Region",658,351,53.343465046
"Bloodstream","Escherichia coli","Ciprofloxacin","OMN","Oman","Eastern Mediterranean Region",657,295,44.901065449
"Bloodstream","Escherichia coli","Co-trimoxazole","OMN","Oman","Eastern Mediterranean Region",685,320,46.715328467
"Bloodstream","Escherichia coli","Colistin","OMN","Oman","Eastern Mediterranean Region",11,2,18.181818182
"Bloodstream","Escherichia coli","Ertapenem","OMN","Oman","Eastern Mediterranean Region",290,22,7.586206897
"Bloodstream","Escherichia coli","Imipenem","OMN","Oman","Eastern Mediterranean Region",408,19,4.656862745
"Bloodstream","Escherichia coli","Levofloxacin","OMN","Oman","Eastern Mediterranean Region",143,78,54.545454545
"Bloodstream","Escherichia coli","Meropenem","OMN","Oman","Eastern Mediterranean Region",658,19,2.887537994
